id,name,artists,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year
5VfagFyUH5Ze4K6JbWZuIk,Heavy Malaga,['Meshugga Beach Party'],-0.27990834959222083,0.6261033210755472,0.015676069675813257,0.1787737906022326,-0.4308521652461586,-1.0913415689480817,1.1826776175206004,1.158547507539934,1.7283146385998986,0.09478384343365612,2011
3A17WjsZthJvwG6vqO4aZL,Johnny America,['Five For Fighting'],-0.27990834959222083,0.825915339365685,0.844667222279559,0.9381189947616533,-0.35518930152637557,-1.1418635834568451,-0.7641918887159829,-0.4937783499930962,-0.21661795068173897,0.3668131867828298,2006
6ZYk5IZpsZApYjrw8FWf9t,"Sinfonia No. 6 in E-Flat Major, MWV N6: II. Menuetto - Trio I - Menuetto - Trio II","['Felix Mendelssohn', 'Northern Chamber Orchestra', 'Nicholas Ward']",-0.27990834959222083,-0.5412195226194668,-1.5428272972192296,-1.1901021749568579,-0.45210577865059204,1.3560370016430219,1.3623076536009668,-0.5162589739051097,-0.7065628014168079,-1.076339755030552,1995
72GiSd5eme38kyzUx5wjet,Do You Remember,['The Rafters'],-0.27990834959222083,0.3474181376708815,-0.058763952190645646,0.3434269972162821,-0.46315765762089744,0.5921213542783244,-0.7640235383895211,-0.5162589739051097,1.3905496278658735,-0.8907698506222298,2007
3var9BGCQX7rybZmwBwJQJ,Phantom (feat. A.P. Appleberry),"['A. Müller', 'A.P. Appleberry']",3.572597964500992,1.2045065319154191,1.3116091776237104,1.11133302667626,0.9888892101699943,-0.4411069280895208,-0.7641949794092506,1.7655243531643123,1.9695753605527733,0.913356896548906,2013
6Vd1zsjVXXgqgP2mBW6kvk,Four Questions,['Kieran Kane'],-0.27990834959222083,1.2097647429230542,-0.6238313909042196,-0.41520480483475847,-0.4954631499956363,0.05608562883936737,-0.7403411672650492,-0.5556000657511349,0.6073802073726956,-0.6775419622003542,2000
31hsaoWg6qAhWsFYncUyid,Beatrice,"[""Dre' Barnes""]",-0.27990834959222083,-0.046947687901758225,-0.2482476442143594,-0.3405829442982352,-0.4776101147359122,0.5584572749029312,-0.2860620892541583,-0.5274992858611167,-0.18321261994980242,-0.491810692657764,2008
2GTfOx05YE5VDhJU2CmMkU,Mud,['Greg Brown'],-0.27990834959222083,0.4000002477472335,-1.141527906611865,-0.5203602756099357,-0.4044976846246611,0.6646286021637873,-0.064166162331353,-0.2352511750049346,-0.24259987458435628,-0.04366744176837929,2002
4cmVRb179DVTk6qzGBAbgU,Transamerica (Transcontinental Mix),['The Beat Club'],-0.27990834959222083,1.0204691466481874,0.7093217279769068,-0.2682439705085275,-0.3806936376116957,-1.1505994120547598,1.3464579445350522,-0.47691788205908514,0.11372365322296632,0.3360892652181824,2015
7ms3VzLTfr7fXNOqA4Mkx9,Creeping (feat. Rich the Kid),"['Lil Skies', 'Rich The Kid']",3.572597964500992,1.2413140089688661,0.5942780578196526,0.524916493588094,1.3969585875351171,-1.122675058212871,-0.7641949794092506,-0.21277055109292056,0.963703735180018,1.369407039017428,2018
5VmtyVveGUgIClujmdUcn8,"Violin Sonata No. 6 in A Major, Op. 30 No. 1: IIIb. Allegretto con variazioni. Var. 1","['Ludwig van Beethoven', 'Alberto Bologni', 'Giuseppe Bruno']",-0.27990834959222083,-0.13633727503155638,-1.4798916423684962,-2.039764086037157,-0.39939681740759714,1.3974697147204294,1.08493774494746,0.9168808004857834,2.00298069128471,-1.2647496858019933,2020
7yOoOd8JCw6RqQIgHouAG7,Tu Scendi Dalle Stelle,"['Italian Restaurant Music of Italy', 'Music of Italy']",-0.27990834959222083,-0.7883554399783216,-0.48510225924400086,0.3041898812553953,-0.4427541887526414,-0.9683382019995287,-0.7500359059770336,0.7763769010356953,-0.3725094940974431,-1.4722652484707788,2014
5z1yrtBkWGSweDcvp4jtS2,No Weakness 2,['OBN Jay'],3.572597964500992,1.7986843757781965,0.3066688824265159,1.0796579730641984,2.527650820650975,-0.36859968020405776,-0.7641949794092506,-0.42071632227905015,0.5665514698114398,1.4345662802348877,2020
6UdEMmyyF4B06cX4cZ3GYQ,Old Country Church,"['Ralph Stanley', 'The Clinch Mountain Boys']",-0.27990834959222083,0.3947420367395983,-0.1974930838508647,0.33429545022902113,-0.48016054834444416,0.4678232150461026,-0.7641437320166042,0.15815974345531064,0.5813982834700778,-0.1890897007707967,2005
29Lb3rLG80KdI9JmIk193o,Behind You,"[""Gordon Goodwin's Little Phat Band""]",-0.27990834959222083,0.673427220144264,-0.1771912597054668,0.30333379872533955,-0.3466878561646022,0.10010788648411255,1.3490995627127045,-0.875948956497334,-0.34652757019482533,1.6525383036042471,2016
1VoiDWjhGwHHvqZvh5q1Hw,How Can We Be Lovers,['Michael Bolton'],-0.27990834959222083,-0.7410315409096045,1.2033327821815882,1.0501231257772763,-0.3441374225560702,-0.919654764133575,-0.7641949794092506,-0.2633519548949521,0.8857579634721664,2.8458011984900393,2006
0VjdEf4VTbGvMLTviuRFPO,"Book of Songs, Book 2: I saw my lady weep: I saw my lady weep","['John Dowland', 'Steven Rickards', 'Dorothy Linell']",-0.27990834959222083,-0.9776510362531884,-1.6287716861014139,-1.770240769491282,-0.3534890124540209,1.410417437557119,-0.7640243308749742,-0.6798055128650117,-1.425890923177841,-0.2463097773822671,1997
1gKFRJUUZmfW098SM4Qk2L,Senorita,['Diddy'],3.572597964500992,1.3780274951673808,0.4893852997350965,0.7733231077259278,-0.027033510561923227,-0.5032559977056316,-0.7641228632330007,-0.5387395978171238,1.487053916647024,-0.8251265140019645,1997
5pq9ail2SPHnJXEDlt0EMj,Show Me,['Mikal Cronin'],-0.27990834959222083,-0.11004621999338067,0.4318634646564695,0.8305379568179853,-0.49291271638710427,-0.9548725702493713,-0.7637538291735828,-0.2745922668509591,0.3252907478585647,-1.3076728115173095,2019
57H1IdeFvcOHPZtkkO0Dwk,His Song,['Weyes Blood'],-0.27990834959222083,-1.9504200726657002,-1.1043078956786356,-0.5894175997010969,-0.4189501417396759,0.874381712118162,0.3664176006259953,-0.6848636532452148,-1.4292314562510346,1.007690954042041,2011
2HLU6LPxcg0spXypeAfcWB,Landmines (Koehler),['No BS! Brass Band'],-0.27990834959222083,0.32112708263270545,1.0612200131638032,1.0939260152317938,0.4788024884635925,0.027600638598649817,-0.6648701359295187,-0.044165871752815486,0.774406861032378,0.8743388070828777,2009
2z8pw7PLD9rDxrIaBicVtA,Gone Cold,['Digital Noise Academy'],-0.27990834959222083,-0.12056264200865108,0.26606523413572014,0.7263812489945395,-0.48016054834444416,-0.9364868038212718,-0.753232263971993,-0.46567757010307875,-1.148255507761302,-0.5692982301333085,2013
38kNGBk0OmXZwNNWUivChe,Faerie Interlude,['Elevenland'],-0.27990834959222083,0.07924937628148666,1.034150914303273,-0.9251446319046136,0.3172750265898985,0.980553039379018,1.602694907767339,-0.592131079608157,0.5034525117622259,2.032359556644516,1997
0mHMmTbbsy9PtlIdIG84cr,"Cantate Domino canticum novum, BuxWV 12","['Dietrich Buxtehude', 'Ton Koopman', 'Amsterdam Baroque Orchestra', 'Ulrike Grosch']",-0.27990834959222083,-0.9986838802837292,-1.3411625107082774,-1.3287875448258841,-0.3254342427601688,1.3689847244797118,-0.7600476388703363,-0.5162589739051097,-0.3576626804388042,-0.9692901249570905,2007
24YBITC9AJm1W3qJE01DDH,Silent Night,"['Valerie Fernandez', 'Mark Little']",-0.27990834959222083,-1.6086363571694122,-1.138144269254299,-0.25939778436461824,-0.44360433328881865,1.3482683679410081,-0.5835082960578235,-0.5387395978171238,-1.0665980326387905,0.6542690369680347,2007
4ewGOfvamn5hidC2SHLpaW,Messa per San Marco (Mass for St. Mark's): Credo: Laudamus te —,"['Baldassare Galuppi', 'Athestis Chorus', 'Academia de li Musici', 'Filippo Maria Bressan']",-0.27990834959222083,-0.7357733299019693,-1.3648479722112417,-0.8890464852205976,-0.37474262585845436,1.3171938331329525,-0.7606287948694198,0.0007953760712125765,-0.5098425204398485,0.7658691638278561,2003
4zcq7srS8PKrUcnzj0TCZe,Light,['Altamina'],-0.27990834959222083,0.11605685333493308,0.5299889480258922,0.7841668197733004,-0.4623075130847201,-0.658628671745909,0.9211574179330085,-0.044165871752815486,-0.12011366190058893,0.3317969526466505,2016
2LQGEBfBKBF1Re9UJGvbKa,Parallel Life,['Alice Peacock'],-0.27990834959222083,0.6681690091366289,0.5976616951772185,0.6259342321346686,-0.5320193650512618,-1.108691517549246,-0.7641949794092506,-0.34203413858700105,1.7877018932344526,-0.6743146595149923,2002
7J0jqOCr1hCnrug5YPW8vO,Mary Ellen Carter Intro (Dialogue),['Stan Rogers'],-0.27990834959222083,0.46835699084649174,0.2220779484873584,-1.4684716776466418,7.041918307752639,0.372010066054598,-0.7641949794092506,2.5804469699748203,-1.4700601938122906,-0.3721100360576826,1993
4RDn6gWVUpJkMC3iQAOujz,There Is Power In The Blood,['Selah'],-0.27990834959222083,1.2886379080375823,1.003698178085176,0.6865734113469485,-0.3373362662666515,-1.0688125312122414,-0.7641949794092506,-0.4150961663010467,1.149288905912999,-0.18315146382973047,2004
53DTBClhFKqg7KQGDu0RLN,Frozen Hall of Stars Cradle,['Raven Throne'],-0.27990834959222083,-1.4193407608945452,-0.2651658310021906,0.05278697826236621,-0.35944002420726223,-0.15107793654766927,1.5762787259908144,-0.5050186619491027,-1.1408321009319833,0.5890775227237194,2016
4xlCWxZPvmoVHe1KSvOv0b,Motorskill,['16Volt'],3.572597964500992,0.6523943761137233,0.9597108924368141,0.2737989514384172,-0.2812267268789472,-1.14059470661885,0.8128510726492583,1.2540901591659934,-0.8995713789791079,-0.27738870224230416,1993
3fZ1B6LCYrBmrTfSc3KVfQ,Yhtä juhlaa,['Reijo Taipale'],-0.27990834959222083,1.0204691466481874,0.37095799222027587,0.09730326982526363,-0.4504054895782374,-0.10964522347026191,-0.7641159950257388,-0.46567757010307875,1.0639197273758276,-0.5704600591000389,2006
6R6hXAnjRC44yPOW4WUoif,Janet Jackson and Jermaine Dupree,"['Rigz', 'Symph']",3.572597964500992,0.5892958440221008,0.695787178546642,0.4754063872665385,2.9017144165690056,0.012063371194622058,-0.7641949794092506,2.990718356369076,0.3772545956637993,0.454240816529289,2020
7rCBO6nZAXPhQX7BqMXUB0,"Lyric Pieces, Book 3, Op. 43: No. 5. Erotik (arr. for orchestra)","['Edvard Grieg', 'Capella Istropolitana', 'Adrian Leaper']",-0.27990834959222083,-2.130250889126824,-1.604747860862693,-2.1444915155473057,-0.3500884343093116,1.3922906255857534,1.5340128351483755,-0.6427124834101885,-1.4411089071779455,1.617973891844019,2006
2pzQUKXCheY2GHTGCfLILx,Believe - Snippet,['Raheem DeVaughn'],-0.27990834959222083,0.6261033210755472,-0.6238313909042196,0.5771375279214929,-0.38154378214787305,0.6698076912984632,-0.7641949794092506,0.21998145921334905,0.16568750102820096,0.21667906585978366,2005
4sPiEaiDrnBApvGtCJr8Fm,Chapter 15,['Michel Gondry'],3.572597964500992,1.2045065319154191,-1.1449115439694315,-0.5704411036181952,7.29696166860584,0.9184039697629073,-0.7641949794092506,-0.4993985059710992,0.3475609683465224,-1.6115556323710072,2009
5XnQCyJlLuvsbJkc86p8Mp,Rendering The Voice I,"['Walls', 'Oram']",-0.27990834959222083,-1.3720168618258288,-0.4512658856683381,-0.27423654821891724,-0.3968463837990651,1.2705820309208695,1.5683538714578573,-0.6798055128650117,-0.9107064892230867,1.6506664680467373,2014
08VPiFnDA5rdXiJUKGoouY,The Man of My Heart,"['ātman', 'robert skèpis']",-0.27990834959222083,1.8460082748469138,1.3319110017691083,0.48753422310899436,0.7168429585932472,0.014652915761960018,1.740059053005266,-0.3307938266309942,1.7691433761611544,-0.6357161193980613,2017
6FleaoDcJ4wzLGRMFKxLKD,Ivo Livi,['Antonio'],-0.27990834959222083,0.3947420367395983,-0.4986368086742661,-0.05693426600644123,-0.4861115600976856,0.263249194226404,1.0453134722826736,-0.8635846133457262,-0.3725094940974431,-0.11747585418261086,2008
5esTx87jtfBo1YF85gRXSw,Further Away... Falling,['Mindfield'],-0.27990834959222083,0.6418779540984528,0.8514344969946921,0.7463565080291729,-0.4980135836041683,-1.0245313191107623,1.6053365259449917,-0.4712977260810823,-0.7845085731246598,0.07435501743531354,2004
0pZwwGEQ3jUXErVy0yGjN0,Song Of Victory,['Planetshakers'],-0.27990834959222083,0.5051644678999375,1.4300364851385314,0.9593783775913702,-0.3619904578157943,-1.1378497893774715,-0.7641949794092506,0.3436248907294262,0.6370738346899721,-0.11663675548441682,2011
4l9wPfr1IdSMDk6uXINpJH,"Membra Jesu nostri, BuxWV 75: VIIa. Ad faciem: Illustria faciem tuam","['Dietrich Buxtehude', 'Roberto Balconi', 'Daniele Carnovich', 'Mario Cecchetti', 'Roberta Invernizzi', 'Caterina Trogu', 'Radio Svizzera Choir, Lugano', 'Sonatori de la Gioiosa Marca', 'Accademia Instrumentale Italiana', 'Diego Fasolis']",-0.27990834959222083,-1.703284155306846,-1.6027176784481534,-1.6826349905822464,-0.3517887233816662,1.35862654621036,-0.758515500327298,-0.48253803803708867,-1.4251485824949093,1.704820607107112,1997
0BKGzNqcqmZFo8oYmK7XLN,I'm A Mystery (Fact Or Fiction Series),"['Rene ""Brewedsosweet"" Reyes']",3.572597964500992,1.0467602016863635,-0.16365671027520157,0.24740307342836587,3.3777953568283134,0.7966953750980231,-0.7641949794092506,0.33800473475142273,0.16197579761354175,-1.0223147080775903,2007
5v4aPYtktx6ztR59lGNwPb,Gun Shy,['Widowspeak'],-0.27990834959222083,0.7628168072740625,0.3269707065719138,0.24141049571797588,-0.3492382897731342,-0.32457742255931243,-0.7524661947004742,-0.5387395978171238,0.05804810200307248,0.07842141881886998,2011
3A688xMoCthnMsoDlOzvxD,Perceive Remember Think,['Stefan Tischler'],-0.27990834959222083,-0.17314475208500282,-0.03846212804524776,-1.2263430020625499,5.418142243653924,1.0893139112072123,-0.735401341272839,-0.48253803803708867,-1.1222735838586846,-1.1278475058889317,2007
